like_id,user_id,cafe_id,Kpopers,JapanLovers,AnimalLovers,Quite,MusicLovers,BookLovers,ArtLovers,ViewsLovers,CoffeeLovers,NonCoffeeLovers,groupsComer,outdoor,Indoor,RetroVintage,MinimalisCafe,IndustrialCafe,ModernCafe,ArtCafe,PetCafe,BooksCafe,24HoursCafe,MeetingCafe,StudyCafe,goodViews,FamilyCafe,CountryFood,Smoking,NonSmoking,Coffee,NonCoffee,GardenCafe,vote
286,906,ChIJy7e0JS_0aS4R95MRrols1bk,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
287,700,ChIJR-d4u7LzaS4REMccUOjESM4,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1
288,670,ChIJf6MNsRj0aS4RDjI7MBqjIG4,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
289,893,ChIJGVSN3fnzaS4R3w9qNDpIbjs,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
290,782,ChIJURGjzivyaS4ROAwJ5HY-wZA,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
291,496,ChIJR-d4u7LzaS4REMccUOjESM4,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1
292,457,ChIJG3_xiybyaS4RQ1Dv5Vaq2uI,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1
293,158,ChIJPyAcAqj2aS4RvmUSW1Spylw,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
294,156,ChIJMZdo9l7xaS4RX260ajTz9-Q,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0
295,139,ChIJpfTkUJjzaS4RmNzWVlzVBjI,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
296,850,ChIJZ3frHBX0aS4Rb3PvKlxkrHk,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
297,915,ChIJrxQ45X7xaS4RHH5b8A1WCqQ,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
298,714,ChIJv4twJgX0aS4RPU85z_L9IIo,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
299,683,ChIJNw5NzfPzaS4RmjeLMDY5IHE,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
300,841,ChIJ-WUWgGbxaS4RpyA6ZgEyvSQ,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
301,543,ChIJgw8nWvnxaS4RT17DoeMT93o,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0
302,15,ChIJHcLzQRLxaS4Rmhp-mn31HRc,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1
303,312,ChIJ09d8yrLzaS4RJSpBe3soAK8,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0
304,845,ChIJHxRrAlzxaS4ROnIj33hO9qc,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
305,990,ChIJWTAQFkf1aS4R5VdtGaOQ60s,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1
306,882,ChIJnauaQJP1aS4RDsAu9OYNn-c,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1
307,814,ChIJSSiBI8LxaS4RNNFCSObC2YE,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
308,830,ChIJq4gFVIjxaS4RT7tBSmrflLI,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
309,486,ChIJiRm_8wz3aS4RY177Lp0wIQI,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0
310,969,ChIJwWb9eQj0aS4Rp0okRO3P3-Y,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1
311,90,ChIJmaMBRFz1aS4RtpAvB4xYGow,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
312,94,ChIJp8qLSgD0aS4RgRrAqtNTu7I,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1
313,790,ChIJg7gmT4DxaS4RCzc0ClyYMGw,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0
314,345,ChIJvQ15L9j1aS4R9Vg1P2V_scw,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
315,209,ChIJsSyuJj_0aS4RcemBZXiAhYc,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
316,981,ChIJ9XaW1dXzaS4RdYApBrzQ-Q4,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
317,332,ChIJW_4P3yfzaS4RgPMpfYJEilQ,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
318,151,ChIJlTlbeInxaS4R69-iUDBNNtw,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
319,58,ChIJ9UFwzvbzaS4R91dtdzt6_U8,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0
320,567,ChIJC-Gvr3_zaS4Rn6xyGuAxWDE,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
321,634,ChIJPyAcAqj2aS4RvmUSW1Spylw,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
322,74,ChIJ0aVF46v2aS4Rnh8lZ3d5tUQ,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1
323,417,ChIJsQOmkgj0aS4RHs7WWNfPiZE,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
324,201,ChIJB69uV3v1aS4Ra5IjAWeQWu4,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
325,426,ChIJw19o1YL0aS4RBaSpx6ev-VQ,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
326,87,ChIJGQ1hkdX1aS4Rq1rdFefMN38,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
327,471,ChIJa7_Shg7zaS4RvqQKON4lSjQ,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
328,797,ChIJW_4P3yfzaS4RgPMpfYJEilQ,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
329,923,ChIJmaMBRFz1aS4RtpAvB4xYGow,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
330,718,ChIJfSWhHbD2aS4RSlEjjjW7Jvc,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
331,658,ChIJI552ai_1aS4RcUT9cGVR6yI,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
332,631,ChIJf6MNsRj0aS4RDjI7MBqjIG4,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1
333,73,ChIJrXXKvZLxaS4RiAQB48KKHBQ,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
334,78,ChIJGQ1hkdX1aS4Rq1rdFefMN38,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1
335,721,ChIJKQIm3L3zaS4RoPhv_j0rx68,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
336,9,ChIJ-8eV1_bzaS4RGcv6l8kxBsE,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
337,682,ChIJC-Gvr3_zaS4Rn6xyGuAxWDE,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
338,315,ChIJrXXKvZLxaS4RiAQB48KKHBQ,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
339,618,ChIJfYemRwX0aS4RdaYdCViX-5U,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
340,939,ChIJGQ1hkdX1aS4Rq1rdFefMN38,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1
341,775,ChIJiRm_8wz3aS4RY177Lp0wIQI,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1
342,924,ChIJ9UFwzvbzaS4R91dtdzt6_U8,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0
343,467,ChIJETO0FDLxaS4R7rjOTPersaY,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
344,165,ChIJUbFWB1vxaS4Rz4bnXgpxEoc,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
345,879,ChIJLxBcNEz1aS4Rz-ylGMhisWI,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
346,59,ChIJZ3frHBX0aS4Rb3PvKlxkrHk,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
347,608,ChIJp8qLSgD0aS4RgRrAqtNTu7I,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0
348,500,ChIJw19o1YL0aS4RBaSpx6ev-VQ,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
349,224,ChIJr8K9asvzaS4R19qBYn2g1i4,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
350,229,ChIJf3dvwCT1aS4RHt8NU4_ajeg,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
351,420,ChIJtX1aSBT0aS4RYeoXrSXRWCY,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
352,829,ChIJNw5NzfPzaS4RmjeLMDY5IHE,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
353,739,ChIJv4twJgX0aS4RPU85z_L9IIo,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
354,593,ChIJ-8eV1_bzaS4RGcv6l8kxBsE,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
355,361,ChIJZ3frHBX0aS4Rb3PvKlxkrHk,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
356,712,ChIJy7e0JS_0aS4R95MRrols1bk,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
357,634,ChIJI552ai_1aS4RcUT9cGVR6yI,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
358,103,ChIJW_4P3yfzaS4RgPMpfYJEilQ,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
359,457,ChIJf6MNsRj0aS4RDjI7MBqjIG4,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
360,91,ChIJAQBAgSb0aS4Rpl46Fe8jWqA,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
361,392,ChIJGVD9v071aS4RAUZnEuuv9cw,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0
362,892,ChIJmaMBRFz1aS4RtpAvB4xYGow,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
363,464,ChIJwWb9eQj0aS4Rp0okRO3P3-Y,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0
364,401,ChIJ-8eV1_bzaS4RGcv6l8kxBsE,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
365,685,ChIJW_4bsXP0aS4RdvVxk8IA3vc,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1
366,540,ChIJBXQMVOzzaS4RVYIMC8ymGqk,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
367,913,ChIJPyAcAqj2aS4RvmUSW1Spylw,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
368,104,ChIJsQOmkgj0aS4RHs7WWNfPiZE,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
369,533,ChIJe0AHSNT1aS4Ra_RDoELknFw,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
370,431,ChIJC-Gvr3_zaS4Rn6xyGuAxWDE,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
371,36,ChIJuzwfzmfxaS4RIQjKYi4wfdc,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
372,813,ChIJp0ZODSz1aS4RdTVv3fRpvPI,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
373,884,ChIJC-Gvr3_zaS4Rn6xyGuAxWDE,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
374,476,ChIJ0wJppUjxaS4RowZMZwNYaqY,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
375,796,ChIJa7_Shg7zaS4RvqQKON4lSjQ,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
376,601,ChIJwWb9eQj0aS4Rp0okRO3P3-Y,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1
377,582,ChIJG3_xiybyaS4RQ1Dv5Vaq2uI,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
378,503,ChIJLSH8Jz_0aS4R_fiIMX4JkO8,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1
379,280,ChIJq4gFVIjxaS4RT7tBSmrflLI,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
380,968,ChIJETO0FDLxaS4R7rjOTPersaY,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
381,908,ChIJy7e0JS_0aS4R95MRrols1bk,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
382,363,ChIJW_4bsXP0aS4RdvVxk8IA3vc,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0
383,614,ChIJcwgt_yX0aS4R-914aD6UsyU,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
384,797,ChIJNw5NzfPzaS4RmjeLMDY5IHE,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
385,750,ChIJa7_Shg7zaS4RvqQKON4lSjQ,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
386,912,ChIJW_4P3yfzaS4RgPMpfYJEilQ,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
387,119,ChIJsSyuJj_0aS4RcemBZXiAhYc,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0
388,214,ChIJ09d8yrLzaS4RJSpBe3soAK8,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0
389,519,ChIJy7e0JS_0aS4R95MRrols1bk,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
390,245,ChIJBWSyB_DxaS4RJ-Tmx2YgiWQ,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
391,356,ChIJrxQ45X7xaS4RHH5b8A1WCqQ,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1
392,442,ChIJI552ai_1aS4RcUT9cGVR6yI,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
393,199,ChIJGQ1hkdX1aS4Rq1rdFefMN38,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1
394,279,ChIJBWSyB_DxaS4RJ-Tmx2YgiWQ,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
395,112,ChIJwWb9eQj0aS4Rp0okRO3P3-Y,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1
396,161,ChIJWTAQFkf1aS4R5VdtGaOQ60s,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0
397,298,ChIJ4Umhf13xaS4RyFgMEN82SGw,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
398,757,ChIJiw90zcj3aS4RoQA9YivPItA,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
399,45,ChIJW_4P3yfzaS4RgPMpfYJEilQ,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
400,246,ChIJf6MNsRj0aS4RDjI7MBqjIG4,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1
401,882,ChIJGVSN3fnzaS4R3w9qNDpIbjs,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
402,391,ChIJvQ15L9j1aS4R9Vg1P2V_scw,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
403,425,ChIJBWSyB_DxaS4RJ-Tmx2YgiWQ,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
404,875,ChIJnauaQJP1aS4RDsAu9OYNn-c,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1
405,193,ChIJSSiBI8LxaS4RNNFCSObC2YE,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
406,985,ChIJa7_Shg7zaS4RvqQKON4lSjQ,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
407,914,ChIJQdJl7__1aS4RqGHX18-Mblk,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
408,615,ChIJYRUKpZTzaS4R23Mg0scMfSA,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1
409,934,ChIJI552ai_1aS4RcUT9cGVR6yI,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
410,202,ChIJi2bcxOv1aS4RRpyWk30UrUI,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
411,994,ChIJe0AHSNT1aS4Ra_RDoELknFw,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
412,695,ChIJURGjzivyaS4ROAwJ5HY-wZA,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
413,192,ChIJJ0U1TiD0aS4RS43bPQZK6Dw,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1
414,900,ChIJa7_Shg7zaS4RvqQKON4lSjQ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
415,255,ChIJr8K9asvzaS4R19qBYn2g1i4,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
416,308,ChIJgfpdJw71aS4Rf9HLMDr7GQ8,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
417,295,ChIJHcLzQRLxaS4Rmhp-mn31HRc,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1
418,975,ChIJMZdo9l7xaS4RX260ajTz9-Q,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0
419,798,ChIJ0_F9RMfzaS4R8JtcOyfNnzU,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
420,276,ChIJ5264kWf1aS4R9ED7F-k4SFI,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
421,457,ChIJT5y3Kan2aS4RAOEQECMXGX8,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
422,746,ChIJURGjzivyaS4ROAwJ5HY-wZA,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
423,866,ChIJuzwfzmfxaS4RIQjKYi4wfdc,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
424,979,ChIJmS8JUrT2aS4R99BZY-87klI,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1
425,277,ChIJi2bcxOv1aS4RRpyWk30UrUI,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
426,609,ChIJsQOmkgj0aS4RHs7WWNfPiZE,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
427,37,ChIJv5x7qDTzaS4RYDqjIbdI1G4,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
428,361,ChIJGQ1hkdX1aS4Rq1rdFefMN38,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1
